EVENT_NAME,BOUT,RED_CORNER,BLUE_CORNER,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TOTAL_TIME_SEC,TIME_FORMAT,REFEREE,DETAILS,EVENT_DATE,LOCATION,URL
"UFC Fight Night: Tuivasa vs. Tybura","Tai Tuivasa  vs. Marcin Tybura","Tai Tuivasa","Marcin Tybura",blue,"Heavyweight Bout",Submission,1,04:08:00.000,248,"5 Rnd (5-5-5-5-5)","Herb Dean","Rear Naked Choke",2024-03-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/8bc0c220f7dcefa7"
"UFC Fight Night: Tuivasa vs. Tybura","Bryan Battle  vs. Ange Loosa","Bryan Battle","Ange Loosa","no contests","Welterweight Bout","Could Not Continue",2,01:00:00.000,360,"3 Rnd (5-5-5)","Mike Beltran","Eye injury to Loosa",2024-03-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/a7fd9da657bbce8e"
"UFC Fight Night: Tuivasa vs. Tybura","Ovince Saint Preux  vs. Kennedy Nzechukwu","Ovince Saint Preux","Kennedy Nzechukwu",red,"Light Heavyweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mark Smith","Adalaide Byrd 28 - 29.Derek Cleary 29 - 28.Junichiro Kamijo 28 - 29.",2024-03-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/35f9beb94b4ef9e2"
"UFC Fight Night: Tuivasa vs. Tybura","Christian Rodriguez  vs. Isaac Dulgarian","Christian Rodriguez","Isaac Dulgarian",red,"Featherweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Chris Tognoni","Sal D'amato 27 - 28.Anthony Maness 28 - 27.Ron McCarthy 27 - 28.",2024-03-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/acc7392d48cc09a0"
"UFC Fight Night: Tuivasa vs. Tybura","Pannie Kianzad  vs. Macy Chiasson","Pannie Kianzad","Macy Chiasson",blue,"Women's Bantamweight Bout",Submission,1,03:54:00.000,234,"3 Rnd (5-5-5)","Mark Smith","Rear Naked Choke",2024-03-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/2f414494f2b6f426"
"UFC Fight Night: Tuivasa vs. Tybura","Gerald Meerschaert  vs. Bryan Barberena","Gerald Meerschaert","Bryan Barberena",red,"Middleweight Bout",Submission,2,04:23:00.000,563,"3 Rnd (5-5-5)","Herb Dean","Rear Naked Choke",2024-03-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/569e0ba18701c305"
"UFC Fight Night: Tuivasa vs. Tybura","Natan Levy  vs. Mike Davis","Natan Levy","Mike Davis",blue,"Lightweight Bout",Submission,2,01:43:00.000,403,"3 Rnd (5-5-5)","Mike Beltran","Arm Triangle From Mount",2024-03-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/4f20f3ada1489823"
"UFC Fight Night: Tuivasa vs. Tybura","Josiane Nunes  vs. Chelsea Chandler","Josiane Nunes","Chelsea Chandler",blue,"Women's Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Chris Tognoni","Mike Bell 28 - 29.Adalaide Byrd 28 - 29.Derek Cleary 28 - 29.",2024-03-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/711ec0545552455b"
"UFC Fight Night: Tuivasa vs. Tybura","Jafel Filho  vs. Ode Osbourne","Jafel Filho","Ode Osbourne",red,"Flyweight Bout",Submission,1,04:27:00.000,267,"3 Rnd (5-5-5)","Herb Dean","Rear Naked Choke",2024-03-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/451df53c13185584"
"UFC Fight Night: Tuivasa vs. Tybura","Josh Culibao  vs. Danny Silva","Josh Culibao","Danny Silva",blue,"Featherweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mark Smith","Derek Cleary 28 - 29.Sal D'amato 29 - 28.Ron McCarthy 28 - 29.",2024-03-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/c26f27667c230391"
"UFC Fight Night: Tuivasa vs. Tybura","Jaqueline Amorim  vs. Cory McKenna","Jaqueline Amorim","Cory McKenna",red,"Women's Strawweight Bout",Submission,1,01:38:00.000,98,"3 Rnd (5-5-5)","Mike Beltran","Armbar On Ground",2024-03-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/66873dde4077bd5d"
"UFC Fight Night: Tuivasa vs. Tybura","Thiago Moises  vs. Mitch Ramirez","Thiago Moises","Mitch Ramirez",red,"Lightweight Bout",KO/TKO,3,00:15:00.000,615,"3 Rnd (5-5-5)","Mark Smith","Kick to Leg At Distance",2024-03-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/537b3cef39d2d573"
"UFC Fight Night: Tuivasa vs. Tybura","Charalampos Grigoriou  vs. Chad Anheliger","Charalampos Grigoriou","Chad Anheliger",blue,"Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Chris Tognoni","Adalaide Byrd 28 - 29.Jerin Valel 28 - 29.Derek Cleary 27 - 30.",2024-03-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/f1cbd73e7be64d28"
"UFC 299: O'Malley vs. Vera 2","Sean O'Malley  vs. Marlon Vera","Sean O'Malley","Marlon Vera",red,"UFC Bantamweight Title Bout","Decision - Unanimous",5,05:00:00.000,1500,"5 Rnd (5-5-5-5-5)","Keith Peterson","Eric Colon 45 - 50.Chris Lee 45 - 50.Sal D'amato 44 - 50.",2024-03-09,"Miami, Florida, USA","http://ufcstats.com/fight-details/894c44c3d04aaf6f"
"UFC 299: O'Malley vs. Vera 2","Dustin Poirier  vs. Benoit Saint Denis","Dustin Poirier","Benoit Saint Denis",red,"Lightweight Bout",KO/TKO,2,02:32:00.000,452,"5 Rnd (5-5-5-5-5)","Mike Beltran","Punch to Head At Distance",2024-03-09,"Miami, Florida, USA","http://ufcstats.com/fight-details/6e73ebbd089aff5e"
"UFC 299: O'Malley vs. Vera 2","Kevin Holland  vs. Michael Page","Kevin Holland","Michael Page",blue,"Welterweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Dan Miragliotta","Eric Colon 28 - 29.David Tirelli 28 - 29.Chris Lee 28 - 29.",2024-03-09,"Miami, Florida, USA","http://ufcstats.com/fight-details/270edfb687c0d20c"
"UFC 299: O'Malley vs. Vera 2","Gilbert Burns  vs. Jack Della Maddalena","Gilbert Burns","Jack Della Maddalena",blue,"Welterweight Bout",KO/TKO,3,03:43:00.000,823,"3 Rnd (5-5-5)","Dan Miragliotta","Elbows to Head On Ground",2024-03-09,"Miami, Florida, USA","http://ufcstats.com/fight-details/68f7f992603192c6"
"UFC 299: O'Malley vs. Vera 2","Petr Yan  vs. Song Yadong","Petr Yan","Song Yadong",red,"Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Keith Peterson","David Tirelli 28 - 29.MichaelTate 28 - 29.Chris Lee 28 - 29.",2024-03-09,"Miami, Florida, USA","http://ufcstats.com/fight-details/9861b6d04e6ed43c"
"UFC 299: O'Malley vs. Vera 2","Curtis Blaydes  vs. Jailton Almeida","Curtis Blaydes","Jailton Almeida",red,"Heavyweight Bout",KO/TKO,2,00:36:00.000,336,"3 Rnd (5-5-5)","Mike Beltran","Punches to Head On Ground",2024-03-09,"Miami, Florida, USA","http://ufcstats.com/fight-details/0133019a4f1055ee"
"UFC 299: O'Malley vs. Vera 2","Katlyn Cerminara  vs. Maycee Barber","Katlyn Cerminara","Maycee Barber",blue,"Women's Flyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Andrew Glenn","MichaelTate 27 - 30.Sal D'amato 27 - 30.Chris Lee 28 - 29.",2024-03-09,"Miami, Florida, USA","http://ufcstats.com/fight-details/33658a3ca932d15d"
"UFC 299: O'Malley vs. Vera 2","Mateusz Gamrot  vs. Rafael Dos Anjos","Mateusz Gamrot","Rafael Dos Anjos",red,"Lightweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Dan Miragliotta","Jason Grenier 28 - 29.Chris Lee 28 - 29.Eric Colon 27 - 30.",2024-03-09,"Miami, Florida, USA","http://ufcstats.com/fight-details/8baff440b82afd2b"
"UFC 299: O'Malley vs. Vera 2","Pedro Munhoz  vs. Kyler Phillips","Pedro Munhoz","Kyler Phillips",blue,"Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Keith Peterson","David Tirelli 27 - 30.Sal D'amato 27 - 30.Eliseo Rodriguez 27 - 30.",2024-03-09,"Miami, Florida, USA","http://ufcstats.com/fight-details/ebb758b49e82d0ed"
"UFC 299: O'Malley vs. Vera 2","Ion Cutelaba  vs. Philipe Lins","Ion Cutelaba","Philipe Lins",blue,"Light Heavyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mike Beltran","Chris Lee 28 - 29.David Tirelli 28 - 29.Sal D'amato 28 - 29.",2024-03-09,"Miami, Florida, USA","http://ufcstats.com/fight-details/7bc7af11050e861b"
"UFC 299: O'Malley vs. Vera 2","Michel Pereira  vs. Michal Oleksiejczuk","Michel Pereira","Michal Oleksiejczuk",red,"Middleweight Bout",Submission,1,01:01:00.000,61,"3 Rnd (5-5-5)","Dan Miragliotta","Rear Naked Choke",2024-03-09,"Miami, Florida, USA","http://ufcstats.com/fight-details/f0a9dfbb6f6ac852"
"UFC 299: O'Malley vs. Vera 2","Robelis Despaigne  vs. Josh Parisian","Robelis Despaigne","Josh Parisian",red,"Heavyweight Bout",KO/TKO,1,00:18:00.000,18,"3 Rnd (5-5-5)","Andrew Glenn","Punch to Head At Distance",2024-03-09,"Miami, Florida, USA","http://ufcstats.com/fight-details/cbdf29f36b343f6f"
"UFC 299: O'Malley vs. Vera 2","CJ Vergara  vs. Asu Almabayev","CJ Vergara","Asu Almabayev",blue,"Flyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Keith Peterson","David Tirelli 27 - 30.MichaelTate 27 - 30.Sal D'amato 27 - 30.",2024-03-09,"Miami, Florida, USA","http://ufcstats.com/fight-details/3d3dde60e3d59c1c"
"UFC 299: O'Malley vs. Vera 2","Joanne Wood  vs. Maryna Moroz","Joanne Wood","Maryna Moroz",red,"Women's Flyweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mike Beltran","Eliseo Rodriguez 28 - 29.Jason Grenier 29 - 28.Chris Lee 28 - 29.",2024-03-09,"Miami, Florida, USA","http://ufcstats.com/fight-details/3677ce6c1ee06a83"
"UFC Fight Night: Rozenstruik vs. Gaziev","Jairzinho Rozenstruik  vs. Shamil Gaziev","Jairzinho Rozenstruik","Shamil Gaziev",red,"Heavyweight Bout",KO/TKO,4,05:00:00.000,1200,"5 Rnd (5-5-5-5-5)","Marc Goddard","toEye injury to Gaziev",2024-03-02,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/838fd9d2b14e0790"
"UFC Fight Night: Rozenstruik vs. Gaziev","Vitor Petrino  vs. Tyson Pedro","Vitor Petrino","Tyson Pedro",red,"Light Heavyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mark Smith","Mike Bell 27 - 30.Adalaide Byrd 27 - 30.Junichiro Kamijo 28 - 29.",2024-03-02,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/df3cc5ec78d05a71"
"UFC Fight Night: Rozenstruik vs. Gaziev","Alex Perez  vs. Muhammad Mokaev","Alex Perez","Muhammad Mokaev",blue,"Flyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Keith Peterson","Sal D'amato 28 - 29.Chris Lee 28 - 29.Rick Winter 28 - 29.",2024-03-02,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/5a82757b553c40fc"
"UFC Fight Night: Rozenstruik vs. Gaziev","Umar Nurmagomedov  vs. Bekzat Almakhan","Umar Nurmagomedov","Bekzat Almakhan",red,"Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Marc Goddard","Mike Bell 25 - 30.Bryan Miner 26 - 30.Jacob Montalvo 26 - 30.",2024-03-02,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/dcf5014e56649c2f"
"UFC Fight Night: Rozenstruik vs. Gaziev","Matt Schnell  vs. Steve Erceg","Matt Schnell","Steve Erceg",blue,"Flyweight Bout",KO/TKO,2,00:26:00.000,326,"3 Rnd (5-5-5)","Chris Tognoni","Punch to Head At Distance",2024-03-02,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/024beecfd3f0ed7a"
"UFC Fight Night: Rozenstruik vs. Gaziev","Eryk Anders  vs. Jamie Pickett","Eryk Anders","Jamie Pickett",red,"Middleweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mark Smith","Derek Cleary 27 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.",2024-03-02,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/32bd7ed48f5aea7e"
"UFC Fight Night: Rozenstruik vs. Gaziev","Vinicius Oliveira  vs. Benardo Sopaj","Vinicius Oliveira","Benardo Sopaj",red,"Bantamweight Bout",KO/TKO,3,04:41:00.000,881,"3 Rnd (5-5-5)","Keith Peterson","Flying Knee Head",2024-03-02,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/cde2f88251b73305"
"UFC Fight Night: Rozenstruik vs. Gaziev","Aiemann Zahabi  vs. Javid Basharat","Aiemann Zahabi","Javid Basharat",red,"Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Chris Tognoni","Derek Cleary 28 - 29.Sal D'amato 28 - 29.Bryan Miner 28 - 29.",2024-03-02,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/a7d397cd0f2ac93a"
"UFC Fight Night: Rozenstruik vs. Gaziev","Christian Leroy Duncan  vs. Claudio Ribeiro","Christian Leroy Duncan","Claudio Ribeiro",red,"Middleweight Bout",KO/TKO,2,01:57:00.000,417,"3 Rnd (5-5-5)","Mark Smith","Punches to Head From Back Control",2024-03-02,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/3ea7d69a1238f26a"
"UFC Fight Night: Rozenstruik vs. Gaziev","Ludovit Klein  vs. AJ Cunningham","Ludovit Klein","AJ Cunningham",red,"Lightweight Bout",KO/TKO,1,04:36:00.000,276,"3 Rnd (5-5-5)","Keith Peterson","Kick to Body At DistanceFront Kick",2024-03-02,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/4e566db7d26df001"
"UFC Fight Night: Rozenstruik vs. Gaziev","Abdul-Kareem Al-Selwady  vs. Loik Radzhabov","Abdul-Kareem Al-Selwady","Loik Radzhabov",blue,"Lightweight Bout",KO/TKO,3,00:49:00.000,649,"3 Rnd (5-5-5)","Chris Tognoni","Punch to Head At Distance",2024-03-02,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/ba8f219260e212f8"
"UFC Fight Night: Moreno vs. Royval 2","Brandon Moreno  vs. Brandon Royval","Brandon Moreno","Brandon Royval",blue,"Flyweight Bout","Decision - Split",5,05:00:00.000,1500,"5 Rnd (5-5-5-5-5)","Herb Dean","Mike Bell 47 - 48.Junichiro Kamijo 49 - 46.Chris Lee 47 - 48.",2024-02-24,"Mexico City, Distrito Federal, Mexico","http://ufcstats.com/fight-details/74f5cbecac011abb"
"UFC Fight Night: Moreno vs. Royval 2","Yair Rodriguez  vs. Brian Ortega","Yair Rodriguez","Brian Ortega",blue,"Featherweight Bout",Submission,3,00:58:00.000,658,"5 Rnd (5-5-5-5-5)","Marc Goddard","Arm Triangle From Side Control",2024-02-24,"Mexico City, Distrito Federal, Mexico","http://ufcstats.com/fight-details/3b05a4ced6dd74f5"
"UFC Fight Night: Moreno vs. Royval 2","Daniel Zellhuber  vs. Francisco Prado","Daniel Zellhuber","Francisco Prado",red,"Lightweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mike Beltran","Miguel Jimenez 28 - 29.Junichiro Kamijo 28 - 29.Rick Winter 26 - 30.",2024-02-24,"Mexico City, Distrito Federal, Mexico","http://ufcstats.com/fight-details/ecbece0cbd60029e"
"UFC Fight Night: Moreno vs. Royval 2","Yazmin Jauregui  vs. Sam Hughes","Yazmin Jauregui","Sam Hughes",red,"Women's Strawweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Herb Dean","Horacio Lopez 27 - 30.Mike Bell 27 - 30.Rick Winter 27 - 30.",2024-02-24,"Mexico City, Distrito Federal, Mexico","http://ufcstats.com/fight-details/6e4acb2aaa2cee56"
"UFC Fight Night: Moreno vs. Royval 2","Manuel Torres  vs. Chris Duncan","Manuel Torres","Chris Duncan",red,"Lightweight Bout",Submission,1,01:46:00.000,106,"3 Rnd (5-5-5)","Mike Beltran","Rear Naked Choke",2024-02-24,"Mexico City, Distrito Federal, Mexico","http://ufcstats.com/fight-details/673a156925dfb31d"
"UFC Fight Night: Moreno vs. Royval 2","Cristian Quinonez  vs. Raoni Barcelos","Cristian Quinonez","Raoni Barcelos",blue,"Bantamweight Bout",Submission,3,02:04:00.000,724,"3 Rnd (5-5-5)","Bladimir Puga","Rear Naked Choke",2024-02-24,"Mexico City, Distrito Federal, Mexico","http://ufcstats.com/fight-details/063e7ce759c52f81"
"UFC Fight Night: Moreno vs. Royval 2","Jesus Aguilar  vs. Mateus Mendonca","Jesus Aguilar","Mateus Mendonca",red,"Flyweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Fernando Salas Navarro","Eric Colon 29 - 28.Mike Bell 28 - 29.Horacio Lopez 28 - 29.",2024-02-24,"Mexico City, Distrito Federal, Mexico","http://ufcstats.com/fight-details/d1d3b6ab8a56e973"
"UFC Fight Night: Moreno vs. Royval 2","Edgar Chairez  vs. Daniel Lacerda","Edgar Chairez","Daniel Lacerda",red,"Flyweight Bout",Submission,1,02:17:00.000,137,"3 Rnd (5-5-5)","Marc Goddard","Triangle Choke From Guard",2024-02-24,"Mexico City, Distrito Federal, Mexico","http://ufcstats.com/fight-details/1c03c1bb62f3aed6"
"UFC Fight Night: Moreno vs. Royval 2","Claudio Puelles  vs. Fares Ziam","Claudio Puelles","Fares Ziam",blue,"Lightweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Herb Dean","Mike Bell 27 - 30.Raul Salas 29 - 28.Chris Lee 28 - 29.",2024-02-24,"Mexico City, Distrito Federal, Mexico","http://ufcstats.com/fight-details/a376f6d5806d0c90"
"UFC Fight Night: Moreno vs. Royval 2","Ronaldo Rodriguez  vs. Denys Bondar","Ronaldo Rodriguez","Denys Bondar",red,"Flyweight Bout",Submission,2,04:59:00.000,599,"3 Rnd (5-5-5)","Mike Beltran","Rear Naked Choke",2024-02-24,"Mexico City, Distrito Federal, Mexico","http://ufcstats.com/fight-details/5e8c710f9f27aff8"
"UFC Fight Night: Moreno vs. Royval 2","Victor Altamirano  vs. Felipe dos Santos","Victor Altamirano","Felipe dos Santos",blue,"Flyweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Bladimir Puga","Miguel Jimenez 30 - 27.Mike Bell 28 - 29.Junichiro Kamijo 28 - 29.",2024-02-24,"Mexico City, Distrito Federal, Mexico","http://ufcstats.com/fight-details/93ddc6b233d1956a"
"UFC Fight Night: Moreno vs. Royval 2","Erik Silva  vs. Muhammad Naimov","Erik Silva","Muhammad Naimov",blue,"Featherweight Bout",KO/TKO,1,00:44:00.000,44,"3 Rnd (5-5-5)","Fernando Salas Navarro","to On GroundLeg Injury to Silva",2024-02-24,"Mexico City, Distrito Federal, Mexico","http://ufcstats.com/fight-details/50dae6b76c9c6490"
"UFC 298: Volkanovski vs. Topuria","Alexander Volkanovski  vs. Ilia Topuria","Alexander Volkanovski","Ilia Topuria",blue,"UFC Featherweight Title Bout",KO/TKO,2,03:32:00.000,512,"5 Rnd (5-5-5-5-5)","Jason Herzog","Punch to Head At Distance",2024-02-17,"Anaheim, California, USA","http://ufcstats.com/fight-details/bec3154a11df3299"
"UFC 298: Volkanovski vs. Topuria","Robert Whittaker  vs. Paulo Costa","Robert Whittaker","Paulo Costa",red,"Middleweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mike Beltran","Ron McCarthy 28 - 29.Eliot Kelly 28 - 29.Mike Bell 27 - 30.",2024-02-17,"Anaheim, California, USA","http://ufcstats.com/fight-details/01432891260084a4"
"UFC 298: Volkanovski vs. Topuria","Geoff Neal  vs. Ian Machado Garry","Geoff Neal","Ian Machado Garry",blue,"Welterweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Frank Trigg","Felicia Oh 27 - 30.Derek Cleary 29 - 28.Sal D'amato 27 - 30.",2024-02-17,"Anaheim, California, USA","http://ufcstats.com/fight-details/8fb0092430448368"
"UFC 298: Volkanovski vs. Topuria","Merab Dvalishvili  vs. Henry Cejudo","Merab Dvalishvili","Henry Cejudo",red,"Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Jonathan Romero","Mike Bell 28 - 29.RaphaelDavis 28 - 29.Chris Leben 28 - 29.",2024-02-17,"Anaheim, California, USA","http://ufcstats.com/fight-details/9785420602b452f7"
"UFC 298: Volkanovski vs. Topuria","Anthony Hernandez  vs. Roman Kopylov","Anthony Hernandez","Roman Kopylov",red,"Middleweight Bout",Submission,2,03:23:00.000,503,"3 Rnd (5-5-5)","Jason Herzog","Rear Naked Choke",2024-02-17,"Anaheim, California, USA","http://ufcstats.com/fight-details/f87a3fa07f0009c9"
"UFC 298: Volkanovski vs. Topuria","Amanda Lemos  vs. Mackenzie Dern","Amanda Lemos","Mackenzie Dern",red,"Women's Strawweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mike Beltran","Mike Bell 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.",2024-02-17,"Anaheim, California, USA","http://ufcstats.com/fight-details/2aeb3ec2d8c05dc8"
"UFC 298: Volkanovski vs. Topuria","Marcos Rogerio de Lima  vs. Junior Tafa","Marcos Rogerio de Lima","Junior Tafa",red,"Heavyweight Bout",KO/TKO,2,01:14:00.000,374,"3 Rnd (5-5-5)","Frank Trigg","Kick to Leg At Distance",2024-02-17,"Anaheim, California, USA","http://ufcstats.com/fight-details/1456a3f96ac7e35b"
"UFC 298: Volkanovski vs. Topuria","Rinya Nakamura  vs. Carlos Vera","Rinya Nakamura","Carlos Vera",red,"Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Jonathan Romero","Ron McCarthy 27 - 30.RaphaelDavis 27 - 30.Chris Leben 27 - 30.",2024-02-17,"Anaheim, California, USA","http://ufcstats.com/fight-details/e92fb5c609e20b49"
"UFC 298: Volkanovski vs. Topuria","Zhang Mingyang  vs. Brendson Ribeiro","Zhang Mingyang","Brendson Ribeiro",red,"Light Heavyweight Bout",KO/TKO,1,01:41:00.000,101,"3 Rnd (5-5-5)","Mike Beltran","Punch to Head At Distance",2024-02-17,"Anaheim, California, USA","http://ufcstats.com/fight-details/aeb3e4d9710207a4"
"UFC 298: Volkanovski vs. Topuria","Josh Quinlan  vs. Danny Barlow","Josh Quinlan","Danny Barlow",blue,"Welterweight Bout",KO/TKO,3,01:18:00.000,678,"3 Rnd (5-5-5)","Jason Herzog","Punches to Head At Distance",2024-02-17,"Anaheim, California, USA","http://ufcstats.com/fight-details/ef13ed466e0b42d8"
"UFC 298: Volkanovski vs. Topuria","Oban Elliott  vs. Val Woodburn","Oban Elliott","Val Woodburn",red,"Welterweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Jonathan Romero","Mike Bell 27 - 30.Chris Leben 27 - 30.Eliot Kelly 28 - 29.",2024-02-17,"Anaheim, California, USA","http://ufcstats.com/fight-details/9ddaa62cc806958d"
"UFC 298: Volkanovski vs. Topuria","Andrea Lee  vs. Miranda Maverick","Andrea Lee","Miranda Maverick",blue,"Women's Flyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Frank Trigg","Felicia Oh 27 - 30.RaphaelDavis 27 - 30.Ron McCarthy 28 - 29.",2024-02-17,"Anaheim, California, USA","http://ufcstats.com/fight-details/b7d238437d6644ce"
"UFC Fight Night: Hermansson vs. Pyfer","Jack Hermansson  vs. Joe Pyfer","Jack Hermansson","Joe Pyfer",red,"Middleweight Bout","Decision - Unanimous",5,05:00:00.000,1500,"5 Rnd (5-5-5-5-5)","Mark Smith","Mike Bell 47 - 48.Sal D'amato 47 - 48.Chris Lee 47 - 48.",2024-02-10,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/406f2aacd1d1faf9"
"UFC Fight Night: Hermansson vs. Pyfer","Dan Ige  vs. Andre Fili","Dan Ige","Andre Fili",red,"Featherweight Bout",KO/TKO,1,02:43:00.000,163,"3 Rnd (5-5-5)","Jason Herzog","Punch to Head At Distance",2024-02-10,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/25259e230be9cdc9"
"UFC Fight Night: Hermansson vs. Pyfer","Robert Bryczek  vs. Ihor Potieria","Robert Bryczek","Ihor Potieria",blue,"Middleweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mike Beltran","Adalaide Byrd 27 - 30.Jacob Montalvo 27 - 30.Chris Flores 28 - 29.",2024-02-10,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/17050a7b673dc49d"
"UFC Fight Night: Hermansson vs. Pyfer","Brad Tavares  vs. Gregory Rodrigues","Brad Tavares","Gregory Rodrigues",blue,"Middleweight Bout",KO/TKO,3,00:55:00.000,655,"3 Rnd (5-5-5)","Jason Herzog","Punches to Head At Distance",2024-02-10,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/e7938bac3ec8b442"
"UFC Fight Night: Hermansson vs. Pyfer","Michael Johnson  vs. Darrius Flowers","Michael Johnson","Darrius Flowers",red,"Lightweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Chris Tognoni","Eric Colon 27 - 30.Junichiro Kamijo 27 - 30.Chris Lee 27 - 30.",2024-02-10,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/5304956aada097e8"
"UFC Fight Night: Hermansson vs. Pyfer","Rodolfo Vieira  vs. Armen Petrosyan","Rodolfo Vieira","Armen Petrosyan",red,"Middleweight Bout",Submission,1,04:48:00.000,288,"3 Rnd (5-5-5)","Mark Smith","Arm Triangle From Mount",2024-02-10,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/9d8473ae274ed625"
"UFC Fight Night: Hermansson vs. Pyfer","Trevin Giles  vs. Carlos Prates","Trevin Giles","Carlos Prates",blue,"Welterweight Bout",KO/TKO,2,04:03:00.000,543,"3 Rnd (5-5-5)","Mike Beltran","Punch to Head At Distance",2024-02-10,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/246fef4b19c3a7ed"
"UFC Fight Night: Hermansson vs. Pyfer","Bolaji Oki  vs. Timmy Cuamba","Bolaji Oki","Timmy Cuamba",red,"Lightweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Chris Tognoni","Mike Bell 28 - 29.Chris Lee 29 - 28.Chris Leben 28 - 29.",2024-02-10,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/edf46d6962be7e8d"
