EVENT_NAME,BOUT,RED_CORNER,BLUE_CORNER,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TOTAL_TIME_SEC,TIME_FORMAT,REFEREE,DETAILS,EVENT_DATE,LOCATION,URL
"UFC Fight Night: Fight for the Troops 2","Mark Hominick  vs. George Roop","Mark Hominick","George Roop",red,"Featherweight Bout",KO/TKO,1,01:28:00.000,88,"3 Rnd (5-5-5)","Don Turnage","Punch to Head At Distance",2011-01-22,"Killeen, Texas, USA","http://ufcstats.com/fight-details/9a71dc94152a76ac"
"UFC Fight Night: Fight for the Troops 2","Pat Barry  vs. Joey Beltran","Pat Barry","Joey Beltran",red,"Heavyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mario Yamasaki","Brock Groom 27 - 30.Chris Lee 28 - 29.Cecil Peoples 28 - 29.",2011-01-22,"Killeen, Texas, USA","http://ufcstats.com/fight-details/4abf375aa97364f6"
"UFC Fight Night: Fight for the Troops 2","Cole Miller  vs. Matt Wiman","Cole Miller","Matt Wiman",blue,"Lightweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Dan Miragliotta","Dan Mathisen 28 - 29.Dave Hagen 27 - 30.Cecil Peoples 27 - 30.",2011-01-22,"Killeen, Texas, USA","http://ufcstats.com/fight-details/dc58af0c02a42743"
"UFC Fight Night: Fight for the Troops 2","Cody McKenzie  vs. Yves Edwards","Cody McKenzie","Yves Edwards",blue,"Lightweight Bout",Submission,2,04:33:00.000,573,"3 Rnd (5-5-5)","Jon Schorle","Rear Naked ChokeTechnical Submission",2011-01-22,"Killeen, Texas, USA","http://ufcstats.com/fight-details/ab8b506dd2277da3"
"UFC Fight Night: Fight for the Troops 2","DaMarques Johnson  vs. Mike Guymon","DaMarques Johnson","Mike Guymon",red,"Welterweight Bout",Submission,1,03:22:00.000,202,"3 Rnd (5-5-5)","Don Turnage","InjuryBack Injury",2011-01-22,"Killeen, Texas, USA","http://ufcstats.com/fight-details/a245b4d0a7861fb8"
"UFC Fight Night: Fight for the Troops 2","Rani Yahya  vs. Mike Brown","Rani Yahya","Mike Brown",red,"Featherweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mario Yamasaki","Dan Mathisen 27 - 30.Brock Groom 28 - 29.Dave Hagen 28 - 29.",2011-01-22,"Killeen, Texas, USA","http://ufcstats.com/fight-details/ba5b23e7ef308883"
"UFC Fight Night: Fight for the Troops 2","Waylon Lowe  vs. Willamy Freire","Waylon Lowe","Willamy Freire",red,"Lightweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Dan Miragliotta","Brock Groom 28 - 29.Chris Lee 28 - 29.Cecil Peoples 28 - 29.",2011-01-22,"Killeen, Texas, USA","http://ufcstats.com/fight-details/dbfac95047e7b33a"
"UFC Fight Night: Fight for the Troops 2","Charlie Brenneman  vs. Amilcar Alves","Charlie Brenneman","Amilcar Alves",red,"Welterweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Jon Schorle","Brock Groom 27 - 30.Chris Lee 27 - 30.Dan Mathisen 27 - 30.",2011-01-22,"Killeen, Texas, USA","http://ufcstats.com/fight-details/986bc0ce25dac848"
"UFC Fight Night: Fight for the Troops 2","Will Campuzano  vs. Chris Cariaso","Will Campuzano","Chris Cariaso",blue,"Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Don Turnage","Dave Hagen 28 - 29.Dan Mathisen 28 - 29.Cecil Peoples 28 - 29.",2011-01-22,"Killeen, Texas, USA","http://ufcstats.com/fight-details/89cb6801b51f2216"
"UFC 125: Resolution","Frankie Edgar  vs. Gray Maynard","Frankie Edgar","Gray Maynard",draw,"UFC Lightweight Title Bout","Decision - Split",5,05:00:00.000,1500,"5 Rnd (5-5-5-5-5)","Yves Lavigne","Marcos Rosales 46 - 48.Glenn Trowbridge 48 - 46.Patricia Morse-Jarman 47 - 47.",2011-01-01,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/91bb64656e13a1d4"
"UFC 125: Resolution","Chris Leben  vs. Brian Stann","Chris Leben","Brian Stann",blue,"Middleweight Bout",KO/TKO,1,03:37:00.000,217,"3 Rnd (5-5-5)","Josh Rosenthal","Knee to Head In Clinch",2011-01-01,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/075be81e3f92c2bf"
"UFC 125: Resolution","Brandon Vera  vs. Thiago Silva","Brandon Vera","Thiago Silva","no contests","Light Heavyweight Bout",Overturned,3,05:00:00.000,900,"3 Rnd (5-5-5)","Steve Mazzagatti","Failed Drug Test by SilvaJunichiro Kamijo 30 - 26.Glenn Trowbridge 30 - 27.Tony Weeks 30 - 27.",2011-01-01,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/65b4d4be2d04bb34"
"UFC 125: Resolution","Nate Diaz  vs. Dong Hyun Kim","Nate Diaz","Dong Hyun Kim",blue,"Welterweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Yves Lavigne","Adalaide Byrd 28 - 29.Patricia Morse-Jarman 28 - 29.Marcos Rosales 28 - 29.",2011-01-01,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/de7eec13356baebe"
"UFC 125: Resolution","Clay Guida  vs. Takanori Gomi","Clay Guida","Takanori Gomi",red,"Lightweight Bout",Submission,2,04:27:00.000,567,"3 Rnd (5-5-5)","Josh Rosenthal","Guillotine Choke From Bottom Half Guard",2011-01-01,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/f327f8e59acfab1b"
"UFC 125: Resolution","Jeremy Stephens  vs. Marcus Davis","Jeremy Stephens","Marcus Davis",red,"Lightweight Bout",KO/TKO,3,02:33:00.000,753,"3 Rnd (5-5-5)","Kim Winslow","Punch to Head At Distance",2011-01-01,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/df42fd9af4740d24"
"UFC 125: Resolution","Dustin Poirier  vs. Josh Grispi","Dustin Poirier","Josh Grispi",red,"Featherweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Steve Mazzagatti","Lester Griffin 27 - 30.Patricia Morse-Jarman 27 - 30.Tony Weeks 27 - 30.",2011-01-01,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/b13e3620949300c5"
"UFC 125: Resolution","Phil Baroni  vs. Brad Tavares","Phil Baroni","Brad Tavares",blue,"Middleweight Bout",KO/TKO,1,04:20:00.000,260,"3 Rnd (5-5-5)","Josh Rosenthal","Punches to Head In Clinch",2011-01-01,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/fbc7d73f7bf60b9c"
"UFC 125: Resolution","Mike Brown  vs. Diego Nunes","Mike Brown","Diego Nunes",blue,"Featherweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Yves Lavigne","Glenn Trowbridge 28 - 29.Lester Griffin 29 - 28.Patricia Morse-Jarman 28 - 29.",2011-01-01,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/965989097794b22b"
"UFC 125: Resolution","Daniel Roberts  vs. Greg Soto","Daniel Roberts","Greg Soto",red,"Welterweight Bout",Submission,1,03:45:00.000,225,"3 Rnd (5-5-5)","Kim Winslow","Kimura From Side Control",2011-01-01,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/33c8395139de7551"
"UFC 125: Resolution","Jacob Volkmann  vs. Antonio McKee","Jacob Volkmann","Antonio McKee",red,"Lightweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Steve Mazzagatti","Tony Weeks 29 - 28.Junichiro Kamijo 28 - 29.Glenn Trowbridge 28 - 29.",2011-01-01,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/e7ace0544d5ab596"
"UFC 124: St-Pierre vs Koscheck 2","Georges St-Pierre  vs. Josh Koscheck","Georges St-Pierre","Josh Koscheck",red,"UFC Welterweight Title Bout","Decision - Unanimous",5,05:00:00.000,1500,"5 Rnd (5-5-5-5-5)","Herb Dean","Nelson Hamilton 45 - 50.David Therien 45 - 50.John Woodburn 45 - 50.",2010-12-11,"Montreal, Quebec, Canada","http://ufcstats.com/fight-details/e87b5c403533b057"
"UFC 124: St-Pierre vs Koscheck 2","Stefan Struve  vs. Sean McCorkle","Stefan Struve","Sean McCorkle",red,"Heavyweight Bout",KO/TKO,1,03:55:00.000,235,"3 Rnd (5-5-5)","Yves Lavigne","Punches to Head From Mount",2010-12-11,"Montreal, Quebec, Canada","http://ufcstats.com/fight-details/ed6a02c8dcc6f922"
"UFC 124: St-Pierre vs Koscheck 2","Jim Miller  vs. Charles Oliveira","Jim Miller","Charles Oliveira",red,"Lightweight Bout",Submission,1,01:59:00.000,119,"3 Rnd (5-5-5)","Dan Miragliotta","Kneebar On Ground",2010-12-11,"Montreal, Quebec, Canada","http://ufcstats.com/fight-details/77785292d4df807c"
"UFC 124: St-Pierre vs Koscheck 2","Joe Stevenson  vs. Mac Danzig","Joe Stevenson","Mac Danzig",blue,"Lightweight Bout",KO/TKO,1,01:54:00.000,114,"3 Rnd (5-5-5)","Dan Miragliotta","Punch to Head At Distance",2010-12-11,"Montreal, Quebec, Canada","http://ufcstats.com/fight-details/ecc41acbd699812a"
"UFC 124: St-Pierre vs Koscheck 2","Thiago Alves  vs. John Howard","Thiago Alves","John Howard",red,"Welterweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Yves Lavigne","Nelson Hamilton 27 - 30.David Therien 27 - 30.John Woodburn 27 - 30.",2010-12-11,"Montreal, Quebec, Canada","http://ufcstats.com/fight-details/f0d86420d88ca27b"
"UFC 124: St-Pierre vs Koscheck 2","Joe Doerksen  vs. Dan Miller","Joe Doerksen","Dan Miller",blue,"Middleweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Marc-Andre Cote","Sal D'amato 28 - 29.Richard DeCarufel 29 - 28.Tony Weeks 28 - 29.",2010-12-11,"Montreal, Quebec, Canada","http://ufcstats.com/fight-details/ecc80630494d402a"
"UFC 124: St-Pierre vs Koscheck 2","Mark Bocek  vs. Dustin Hazelett","Mark Bocek","Dustin Hazelett",red,"Lightweight Bout",Submission,1,02:33:00.000,153,"3 Rnd (5-5-5)","Philippe Chartier","Triangle Choke From Mount",2010-12-11,"Montreal, Quebec, Canada","http://ufcstats.com/fight-details/94a3e3df3d28d8f0"
"UFC 124: St-Pierre vs Koscheck 2","Jesse Bongfeldt  vs. Rafael Natal","Jesse Bongfeldt","Rafael Natal",draw,"Middleweight Bout","Decision - Majority",3,05:00:00.000,900,"3 Rnd (5-5-5)","Dan Miragliotta","Sal D'amato 28 - 28.Tony Weeks 28 - 28.John Woodburn 29 - 28.",2010-12-11,"Montreal, Quebec, Canada","http://ufcstats.com/fight-details/1de579eecc094c8b"
"UFC 124: St-Pierre vs Koscheck 2","Matthew Riddle  vs. Sean Pierson","Matthew Riddle","Sean Pierson",blue,"Welterweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Yves Lavigne","Sal D'amato 27 - 30.Nelson Hamilton 27 - 30.David Therien 27 - 30.",2010-12-11,"Montreal, Quebec, Canada","http://ufcstats.com/fight-details/37d988593cb5f14a"
"UFC 124: St-Pierre vs Koscheck 2","TJ Grant  vs. Ricardo Almeida","TJ Grant","Ricardo Almeida",blue,"Welterweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Philippe Chartier","Richard DeCarufel 27 - 30.Nelson Hamilton 27 - 30.Tony Weeks 27 - 30.",2010-12-11,"Montreal, Quebec, Canada","http://ufcstats.com/fight-details/42a361f33cbb8d6f"
"UFC 124: St-Pierre vs Koscheck 2","Pat Audinwood  vs. John Makdessi","Pat Audinwood","John Makdessi",blue,"Lightweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Herb Dean","David Therien 27 - 30.Sal D'amato 27 - 30.John Woodburn 26 - 30.",2010-12-11,"Montreal, Quebec, Canada","http://ufcstats.com/fight-details/c4bbae7615545c85"
"The Ultimate Fighter: Team GSP vs Team Koscheck Finale","Jonathan Brookins  vs. Michael Johnson","Jonathan Brookins","Michael Johnson",red,"Ultimate Fighter 12 Lightweight Tournament Title Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Herb Dean","Patricia Morse-Jarman 27 - 29.Cecil Peoples 28 - 29.Adalaide Byrd 28 - 29.",2010-12-04,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/dca2a0eb4cd3deac"
"The Ultimate Fighter: Team GSP vs Team Koscheck Finale","Stephan Bonnar  vs. Igor Pokrajac","Stephan Bonnar","Igor Pokrajac",red,"Light Heavyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Steve Mazzagatti","Points Deducted: Illegal Strikes by Each FighterCecil Peoples 26 - 29.Glenn Trowbridge 26 - 29.Tony Weeks 26 - 29.",2010-12-04,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/a2be3b3f9739d0af"
"The Ultimate Fighter: Team GSP vs Team Koscheck Finale","Kendall Grove  vs. Demian Maia","Kendall Grove","Demian Maia",blue,"Middleweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Josh Rosenthal","Adalaide Byrd 28 - 29.Junichiro Kamijo 28 - 29.Patricia Morse-Jarman 28 - 29.",2010-12-04,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/dee976dde74e7e05"
"The Ultimate Fighter: Team GSP vs Team Koscheck Finale","Johny Hendricks  vs. Rick Story","Johny Hendricks","Rick Story",blue,"Welterweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Steve Mazzagatti","Patricia Morse-Jarman 28 - 29.Glenn Trowbridge 28 - 29.Tony Weeks 28 - 29.",2010-12-04,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/dca074896265f816"
"The Ultimate Fighter: Team GSP vs Team Koscheck Finale","Nam Phan  vs. Leonard Garcia","Nam Phan","Leonard Garcia",blue,"Featherweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Herb Dean","Tony Weeks 28 - 29.Junichiro Kamijo 30 - 27.Adalaide Byrd 28 - 29.",2010-12-04,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/6e574bd614afffd9"
"The Ultimate Fighter: Team GSP vs Team Koscheck Finale","Cody McKenzie  vs. Aaron Wilkinson","Cody McKenzie","Aaron Wilkinson",red,"Lightweight Bout",Submission,1,02:03:00.000,123,"3 Rnd (5-5-5)","Chris Tognoni","Guillotine Choke From Bottom Half Guard",2010-12-04,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/f5686732b85adafc"
"The Ultimate Fighter: Team GSP vs Team Koscheck Finale","Ian Loveland  vs. Tyler Toner","Ian Loveland","Tyler Toner",red,"Featherweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Josh Rosenthal","Glenn Trowbridge 27 - 30.Junichiro Kamijo 28 - 29.Tony Weeks 26 - 30.",2010-12-04,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/ee85a66d86490f83"
"The Ultimate Fighter: Team GSP vs Team Koscheck Finale","Sako Chivitchian  vs. Kyle Watson","Sako Chivitchian","Kyle Watson",blue,"Lightweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Herb Dean","Adalaide Byrd 27 - 30.Cecil Peoples 27 - 30.Patricia Morse-Jarman 28 - 29.",2010-12-04,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/a1b035662f43aae2"
"The Ultimate Fighter: Team GSP vs Team Koscheck Finale","Will Campuzano  vs. Nick Pace","Will Campuzano","Nick Pace",blue,"Bantamweight Bout",Submission,3,04:33:00.000,873,"3 Rnd (5-5-5)","Chris Tognoni","Pace/Pillory Choke From Bottom Guard",2010-12-04,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/d2287a9cfb6b9b07"
"The Ultimate Fighter: Team GSP vs Team Koscheck Finale","Fredson Paixao  vs. Pablo Garza","Fredson Paixao","Pablo Garza",blue,"Featherweight Bout",KO/TKO,1,00:51:00.000,51,"3 Rnd (5-5-5)","Steve Mazzagatti","Flying Knee Head",2010-12-04,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/7206d0aa1d53e518"
"The Ultimate Fighter: Team GSP vs Team Koscheck Finale","Rich Attonito  vs. David Branch","Rich Attonito","David Branch",blue,"Middleweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Josh Rosenthal","Adalaide Byrd 27 - 30.Glenn Trowbridge 27 - 30.Tony Weeks 27 - 30.",2010-12-04,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/3d16f99de58b9d0e"
"UFC 123: Rampage vs Machida","Quinton Jackson  vs. Lyoto Machida","Quinton Jackson","Lyoto Machida",red,"Light Heavyweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Herb Dean","Nelson Hamilton 29 - 28.Jeff Blatnick 28 - 29.Sal D'amato 28 - 29.",2010-11-20,"Auburn Hills, Michigan, USA","http://ufcstats.com/fight-details/47b690fb54f2eaf9"
"UFC 123: Rampage vs Machida","Matt Hughes  vs. BJ Penn","Matt Hughes","BJ Penn",blue,"Welterweight Bout",KO/TKO,1,00:21:00.000,21,"3 Rnd (5-5-5)","Dan Miragliotta","Punch to Head At Distance",2010-11-20,"Auburn Hills, Michigan, USA","http://ufcstats.com/fight-details/552973c278f08fbb"
"UFC 123: Rampage vs Machida","Gerald Harris  vs. Maiquel Falcao","Gerald Harris","Maiquel Falcao",blue,"Middleweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Dan Miragliotta","Jeff Blatnick 27 - 30.Kelvin Caldwell 28 - 29.Cardo Urso 28 - 29.",2010-11-20,"Auburn Hills, Michigan, USA","http://ufcstats.com/fight-details/256aacb8cb2c4289"
"UFC 123: Rampage vs Machida","Phil Davis  vs. Tim Boetsch","Phil Davis","Tim Boetsch",red,"Light Heavyweight Bout",Submission,2,02:55:00.000,475,"3 Rnd (5-5-5)","Herb Dean","Kimura From Side Control",2010-11-20,"Auburn Hills, Michigan, USA","http://ufcstats.com/fight-details/71bcafd04decc8ce"
"UFC 123: Rampage vs Machida","George Sotiropoulos  vs. Joe Lauzon","George Sotiropoulos","Joe Lauzon",red,"Lightweight Bout",Submission,2,02:43:00.000,463,"3 Rnd (5-5-5)","Marc Fennell","Kimura From Side Control",2010-11-20,"Auburn Hills, Michigan, USA","http://ufcstats.com/fight-details/3e0301367e511512"
"UFC 123: Rampage vs Machida","Matt Brown  vs. Brian Foster","Matt Brown","Brian Foster",blue,"Welterweight Bout",Submission,2,02:11:00.000,431,"3 Rnd (5-5-5)","Herb Dean","Guillotine Choke After Drop to Guard",2010-11-20,"Auburn Hills, Michigan, USA","http://ufcstats.com/fight-details/15cae38f1326adfb"
"UFC 123: Rampage vs Machida","Aaron Simpson  vs. Mark Munoz","Aaron Simpson","Mark Munoz",blue,"Middleweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Marc Fennell","Jeff Blatnick 28 - 29.Kelvin Caldwell 28 - 29.Cardo Urso 28 - 29.",2010-11-20,"Auburn Hills, Michigan, USA","http://ufcstats.com/fight-details/8d886fba9328269c"
"UFC 123: Rampage vs Machida","Karo Parisyan  vs. Dennis Hallman","Karo Parisyan","Dennis Hallman",blue,"Welterweight Bout",KO/TKO,1,01:47:00.000,107,"3 Rnd (5-5-5)","Dan Miragliotta","Punches to Head On Ground",2010-11-20,"Auburn Hills, Michigan, USA","http://ufcstats.com/fight-details/0ed093f6aaab94d3"
"UFC 123: Rampage vs Machida","Mike Lullo  vs. Edson Barboza","Mike Lullo","Edson Barboza",blue,"Lightweight Bout",KO/TKO,3,00:26:00.000,626,"3 Rnd (5-5-5)","Marc Fennell","Kicks to Leg At Distance",2010-11-20,"Auburn Hills, Michigan, USA","http://ufcstats.com/fight-details/8b87b341bcd130ee"
"UFC 123: Rampage vs Machida","Paul Kelly  vs. TJ O'Brien","Paul Kelly","TJ O'Brien",red,"Lightweight Bout",KO/TKO,2,03:16:00.000,496,"3 Rnd (5-5-5)","Dan Miragliotta","Elbows to Head From Crucifix",2010-11-20,"Auburn Hills, Michigan, USA","http://ufcstats.com/fight-details/e76c3346ad9be24a"
"UFC 123: Rampage vs Machida","Tyson Griffin  vs. Nik Lentz","Tyson Griffin","Nik Lentz",blue,"Lightweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Herb Dean","Sal D'amato 28 - 29.Jeff Blatnick 28 - 29.Nelson Hamilton 30 - 27.",2010-11-20,"Auburn Hills, Michigan, USA","http://ufcstats.com/fight-details/83ea3c36a6f91cb8"
"UFC 122: Marquardt vs Okami","Nate Marquardt  vs. Yushin Okami","Nate Marquardt","Yushin Okami",blue,"Middleweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Leon Roberts","Richard Bertrand 28 - 29.Paul Sutherland 28 - 29.Chris Lee 27 - 30.",2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany","http://ufcstats.com/fight-details/fdb7377a34603e47"
"UFC 122: Marquardt vs Okami","Dennis Siver  vs. Andre Winner","Dennis Siver","Andre Winner",red,"Lightweight Bout",Submission,1,03:37:00.000,217,"3 Rnd (5-5-5)","Kevin Mulhall","Rear Naked Choke",2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany","http://ufcstats.com/fight-details/6a32cabbcd9b1e42"
"UFC 122: Marquardt vs Okami","Amir Sadollah  vs. Peter Sobotta","Amir Sadollah","Peter Sobotta",red,"Welterweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Leon Roberts","Richard Bertrand 27 - 30.Paul Sutherland 27 - 30.Howard Hughes 27 - 30.",2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany","http://ufcstats.com/fight-details/82ad4eb50b3d7bd0"
"UFC 122: Marquardt vs Okami","Krzysztof Soszynski  vs. Goran Reljic","Krzysztof Soszynski","Goran Reljic",red,"Light Heavyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Marc Goddard","Chris Lee 27 - 30.Paul Sutherland 27 - 30.Chris Watts 27 - 30.",2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany","http://ufcstats.com/fight-details/5e3f46e6f46d5a90"
"UFC 122: Marquardt vs Okami","Duane Ludwig  vs. Nick Osipczak","Duane Ludwig","Nick Osipczak",red,"Welterweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Marc Goddard","Richard Bertrand 28 - 29.Howard Hughes 28 - 29.Chris Watts 29 - 28.",2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany","http://ufcstats.com/fight-details/68b3222e977a6a11"
"UFC 122: Marquardt vs Okami","Vladimir Matyushenko  vs. Alexandre Ferreira","Vladimir Matyushenko","Alexandre Ferreira",red,"Light Heavyweight Bout",KO/TKO,1,02:20:00.000,140,"3 Rnd (5-5-5)","Kevin Mulhall","Elbows to Head From Mount",2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany","http://ufcstats.com/fight-details/2a9755f4d43f3e2f"
"UFC 122: Marquardt vs Okami","Pascal Krauss  vs. Mark Scanlon","Pascal Krauss","Mark Scanlon",red,"Welterweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Leon Roberts","Chris Lee 27 - 30.Paul Sutherland 27 - 30.Chris Watts 27 - 30.",2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany","http://ufcstats.com/fight-details/d2ce61c578e67067"
"UFC 122: Marquardt vs Okami","Kyle Noke  vs. Rob Kimmons","Kyle Noke","Rob Kimmons",red,"Middleweight Bout",Submission,2,01:33:00.000,393,"3 Rnd (5-5-5)","Kevin Mulhall","Rear Naked Choke",2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany","http://ufcstats.com/fight-details/0a5d29e380f1e3e0"
"UFC 122: Marquardt vs Okami","Seth Petruzelli  vs. Karlos Vemola","Seth Petruzelli","Karlos Vemola",blue,"Light Heavyweight Bout",KO/TKO,1,03:46:00.000,226,"3 Rnd (5-5-5)","Leon Roberts","Punches to Head On Ground",2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany","http://ufcstats.com/fight-details/ebf204638524c377"
"UFC 122: Marquardt vs Okami","Kris McCray  vs. Carlos Eduardo Rocha","Kris McCray","Carlos Eduardo Rocha",blue,"Welterweight Bout",Submission,1,02:21:00.000,141,"3 Rnd (5-5-5)","Marc Goddard","Kneebar From Bottom Back Control",2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany","http://ufcstats.com/fight-details/d87755257628de36"
"UFC 121: Lesnar vs Velasquez","Brock Lesnar  vs. Cain Velasquez","Brock Lesnar","Cain Velasquez",blue,"UFC Heavyweight Title Bout",KO/TKO,1,04:12:00.000,252,"5 Rnd (5-5-5-5-5)","Herb Dean","Punches to Head From Side Control",2010-10-23,"Anaheim, California, USA","http://ufcstats.com/fight-details/8f301d4eb8e97449"
"UFC 121: Lesnar vs Velasquez","Jake Shields  vs. Martin Kampmann","Jake Shields","Martin Kampmann",red,"Welterweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","John McCarthy","Cecil Peoples 29 - 28.Nelson Hamilton 27 - 30.Larry Landless 28 - 29.",2010-10-23,"Anaheim, California, USA","http://ufcstats.com/fight-details/1a0b90c661fd603e"
"UFC 121: Lesnar vs Velasquez","Diego Sanchez  vs. Paulo Thiago","Diego Sanchez","Paulo Thiago",red,"Welterweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Jason Herzog","Luis Cobian 26 - 30.Larry Landless 28 - 29.Mike Beltran 28 - 29.",2010-10-23,"Anaheim, California, USA","http://ufcstats.com/fight-details/635763ab6b5f0bf0"
"UFC 121: Lesnar vs Velasquez","Tito Ortiz  vs. Matt Hamill","Tito Ortiz","Matt Hamill",blue,"Light Heavyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","John McCarthy","Mike Beltran 28 - 29.Larry Landless 28 - 29.Cecil Peoples 27 - 30.",2010-10-23,"Anaheim, California, USA","http://ufcstats.com/fight-details/ec618a1214d4b171"
"UFC 121: Lesnar vs Velasquez","Brendan Schaub  vs. Gabriel Gonzaga","Brendan Schaub","Gabriel Gonzaga",red,"Heavyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Jason Herzog","Nelson Hamilton 27 - 30.Larry Landless 27 - 30.Cecil Peoples 27 - 30.",2010-10-23,"Anaheim, California, USA","http://ufcstats.com/fight-details/8787d56f59bfb4c3"
"UFC 121: Lesnar vs Velasquez","Court McGee  vs. Ryan Jensen","Court McGee","Ryan Jensen",red,"Middleweight Bout",Submission,3,01:21:00.000,681,"3 Rnd (5-5-5)","Herb Dean","Arm Triangle From Mount",2010-10-23,"Anaheim, California, USA","http://ufcstats.com/fight-details/46c74829fb4c2dd5"
"UFC 121: Lesnar vs Velasquez","Patrick Cote  vs. Tom Lawlor","Patrick Cote","Tom Lawlor",blue,"Middleweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","John McCarthy","Mike Beltran 27 - 30.Luis Cobian 27 - 30.Nelson Hamilton 27 - 30.",2010-10-23,"Anaheim, California, USA","http://ufcstats.com/fight-details/704e1351a64581ed"
