event,date,fighter,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,Roman Kopylov,4.72033455305802,53.3687943262411,4.10872974385782,60.6015037593985,0.470465237846315,50.0,92.0,0.0
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,Terrence Mitchell,2.21311475409836,34.6153846153846,8.85245901639344,41.9354838709677,3.68852459016393,50.0,0.0,0.0
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,Tracy Cortez,4.05333333333333,53.1468531468532,2.82666666666667,61.8018018018018,2.0,43.4782608695652,73.9130434782609,0.4
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,Valentina Shevchenko,3.2791831051288,52.5376464026771,2.10605708981202,62.9516227801592,2.55859828266419,63.6363636363636,71.0526315789474,0.365514040380599
UFC 293: Adesanya vs. Strickland,2023-09-09,Alexander Volkov,5.45845272206304,57.4660633484163,3.22349570200573,54.3726235741445,0.564111747851003,63.6363636363636,74.6987951807229,0.0805873925501433
UFC 293: Adesanya vs. Strickland,2023-09-09,Anton Turkalj,1.93995381062356,51.8518518518519,3.3256351039261,46.6666666666667,3.46420323325635,33.3333333333333,16.6666666666667,0.0
UFC 293: Adesanya vs. Strickland,2023-09-09,Austen Lane,5.40540540540541,52.6315789473684,5.94594594594595,35.2941176470588,0.0,,,0.0
UFC 293: Adesanya vs. Strickland,2023-09-09,Blood Diamond,3.11838306063523,55.3846153846154,2.1655437921078,48.9795918367347,0.0,0.0,73.6842105263158,0.0
UFC 293: Adesanya vs. Strickland,2023-09-09,Carlos Ulberg,7.40058910162003,60.2517985611511,3.60088365243004,51.4880952380952,0.994108983799706,75.0,75.0,0.331369661266568
UFC 293: Adesanya vs. Strickland,2023-09-09,Charles Radtke,2.33333333333333,46.0526315789474,2.93333333333333,53.1914893617021,1.0,16.6666666666667,100.0,0.0
UFC 293: Adesanya vs. Strickland,2023-09-09,Chepe Mariscal,4.67476769120801,53.4313725490196,3.94567548248749,52.3316062176166,3.21658327376698,38.4615384615385,100.0,0.643316654753395
UFC 293: Adesanya vs. Strickland,2023-09-09,Da Woon Jung,3.48704990524321,43.6708860759494,3.89134554643083,51.496062992126,1.89513581806696,50.0,77.2727272727273,0.189513581806696
UFC 293: Adesanya vs. Strickland,2023-09-09,Felipe dos Santos,6.6,32.5657894736842,7.46666666666667,38.4615384615385,0.0,0.0,0.0,0.0
UFC 293: Adesanya vs. Strickland,2023-09-09,Gabriel Miranda,3.52,51.1627906976744,6.88,39.4366197183099,4.8,40.0,0.0,2.4
UFC 293: Adesanya vs. Strickland,2023-09-09,Israel Adesanya,3.92657621707901,48.1139983235541,3.10568920305552,56.2198649951784,0.0513054383764679,14.2857142857143,77.9069767441861,0.153916315129404
UFC 293: Adesanya vs. Strickland,2023-09-09,Jack Jenkins,4.74989125706829,58.7096774193548,3.78425402348847,57.8488372093023,1.9573727707699,71.4285714285714,70.0,0.0
UFC 293: Adesanya vs. Strickland,2023-09-09,Jamie Mullarkey,4.4573776104074,47.2766884531591,4.4060253337898,54.8421052631579,2.46490927764464,34.0425531914894,76.9230769230769,0.15405682985279
UFC 293: Adesanya vs. Strickland,2023-09-09,John Makdessi,5.52084048616357,49.8141263940521,4.15299045526334,68.0405833861763,0.0,0.0,86.2745098039216,0.0
UFC 293: Adesanya vs. Strickland,2023-09-09,Justin Tafa,5.13039760581445,55.2486187845304,5.92560923471569,49.45295404814,0.0,0.0,100.0,0.0
UFC 293: Adesanya vs. Strickland,2023-09-09,Kevin Jousset,6.02076124567474,50.0,8.09688581314879,33.8983050847458,3.11418685121107,100.0,,3.11418685121107
UFC 293: Adesanya vs. Strickland,2023-09-09,Kiefer Crosbie,8.09688581314879,66.1016949152542,6.02076124567474,50.0,0.0,,0.0,0.0
UFC 293: Adesanya vs. Strickland,2023-09-09,Landon Quinones,9.86666666666667,41.8079096045198,11.4,54.6419098143236,0.0,,100.0,0.0
UFC 293: Adesanya vs. Strickland,2023-09-09,Manel Kape,5.11875908870577,54.7433903576983,4.5079980610761,59.5300261096606,0.654386815317499,37.5,77.7777777777778,0.436257876878333
UFC 293: Adesanya vs. Strickland,2023-09-09,Nasrat Haqparast,5.73477545262168,44.6212952799122,5.26216788149542,64.3744030563515,0.317422995532565,20.0,78.7878787878788,0.0
UFC 293: Adesanya vs. Strickland,2023-09-09,Sean Strickland,5.82464884458541,41.8968467367392,4.23765292251926,63.1610044313146,0.917535115541459,64.2857142857143,84.0,0.203896692342546
UFC 293: Adesanya vs. Strickland,2023-09-09,Shane Young,5.18655851680185,40.7205240174673,5.46465816917729,52.536231884058,0.625724217844728,18.75,64.0,0.0
UFC 293: Adesanya vs. Strickland,2023-09-09,Tai Tuivasa,3.97790055248619,49.2307692307692,4.98273480662984,43.5446009389671,0.0,0.0,54.5454545454545,0.0
UFC 293: Adesanya vs. Strickland,2023-09-09,Tyson Pedro,3.109375,61.2307692307692,2.53125,54.874651810585,0.9375,36.3636363636364,52.6315789473684,0.9375
UFC Fight Night: Gane vs. Spivac,2023-09-02,Ange Loosa,7.0,50.1592356687898,6.77777777777778,51.1217948717949,2.66666666666667,50.0,100.0,0.0
UFC Fight Night: Gane vs. Spivac,2023-09-02,Benoit Saint Denis,5.58870967741935,52.5,5.2741935483871,44.949494949495,4.71774193548387,36.1111111111111,80.0,1.45161290322581
UFC Fight Night: Gane vs. Spivac,2023-09-02,Bogdan Guskov,2.12389380530973,32.0,6.90265486725664,43.4782608695652,0.0,,0.0,0.0
UFC Fight Night: Gane vs. Spivac,2023-09-02,Caolan Loughran,3.2,36.3636363636364,5.6,48.4662576687117,2.0,18.1818181818182,,0.0
UFC Fight Night: Gane vs. Spivac,2023-09-02,Ciryl Gane,5.49069916613214,60.8819345661451,2.19371391917896,63.2258064516129,0.577293136626042,21.4285714285714,50.0,0.481077613855035
UFC Fight Night: Gane vs. Spivac,2023-09-02,Farid Basharat,3.22077922077922,60.7843137254902,2.75324675324675,57.6,3.8961038961039,45.4545454545455,83.3333333333333,0.779220779220779
UFC Fight Night: Gane vs. Spivac,2023-09-02,Jacqueline Cavalcanti,8.4,57.0135746606335,2.6,84.9420849420849,0.0,0.0,100.0,0.0
UFC Fight Night: Gane vs. Spivac,2023-09-02,Joselyne Edwards,4.71428571428571,52.492046659597,3.36190476190476,50.7670850767085,1.0,33.3333333333333,64.8648648648649,0.285714285714286
UFC Fight Night: Gane vs. Spivac,2023-09-02,Kleydson Rodrigues,5.04118616144975,58.9595375722543,3.75617792421746,44.5255474452555,1.4827018121911,28.5714285714286,60.0,0.741350906095552
UFC Fight Night: Gane vs. Spivac,2023-09-02,Manolo Zecchini,2.33766233766234,21.9512195121951,6.75324675324675,46.9387755102041,0.0,,,0.0
UFC Fight Night: Gane vs. Spivac,2023-09-02,Manon Fiorot,6.05445116681072,39.5427603725656,3.30596369922213,69.6066746126341,1.36127917026793,46.6666666666667,91.6666666666667,0.0
UFC Fight Night: Gane vs. Spivac,2023-09-02,Morgan Charriere,6.75324675324675,53.0612244897959,2.33766233766234,78.0487804878049,0.0,,,0.0
UFC Fight Night: Gane vs. Spivac,2023-09-02,Nora Cornolle,2.66666666666667,51.9480519480519,1.2,57.1428571428571,0.0,,37.5,0.0
UFC Fight Night: Gane vs. Spivac,2023-09-02,Rhys McKee,6.06334841628959,48.6682808716707,9.47209653092006,44.4247787610619,0.0,0.0,33.3333333333333,0.0
UFC Fight Night: Gane vs. Spivac,2023-09-02,Rose Namajunas,3.68219749652295,40.6447898675878,3.53094575799722,62.5553097345133,1.48643949930459,48.7179487179487,60.9756097560976,0.547635605006954
UFC Fight Night: Gane vs. Spivac,2023-09-02,Serghei Spivac,3.54397149821864,49.4505494505495,3.7914869679355,49.7014925373134,4.55653478342396,64.2857142857143,70.0,0.506281642602663
UFC Fight Night: Gane vs. Spivac,2023-09-02,Taylor Lapilus,4.18464626191671,47.1186440677966,2.27295534370296,62.0603015075377,0.451580531861515,40.0,81.3953488372093,0.451580531861515
UFC Fight Night: Gane vs. Spivac,2023-09-02,Thiago Moises,2.26890756302521,38.9121338912134,4.44835998915695,54.9794238683128,1.58579560856601,40.625,56.7567567567568,1.34182705340201
UFC Fight Night: Gane vs. Spivac,2023-09-02,Volkan Oezdemir,4.59377372817008,47.7129337539432,3.91799544419134,55.935098206661,0.569476082004556,33.3333333333333,80.0,0.113895216400911
UFC Fight Night: Gane vs. Spivac,2023-09-02,William Gomis,2.62204724409449,46.8354430379747,1.48818897637795,75.5813953488372,1.06299212598425,60.0,81.8181818181818,0.708661417322835
UFC Fight Night: Gane vs. Spivac,2023-09-02,Yanis Ghemmouri,2.27027027027027,38.3561643835616,4.21621621621622,40.9090909090909,0.0,0.0,,0.0
UFC Fight Night: Gane vs. Spivac,2023-09-02,Zarah Fairn,4.55190771960958,31.4917127071823,7.40017746228926,45.9143968871595,0.0,0.0,60.0,0.0
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Alex Caceres,4.15598187602429,50.545198733732,2.93261351585848,63.4594594594595,0.563964137665092,68.421052631579,64.8854961832061,0.694109707895498
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Anthony Smith,3.21420371929288,49.5049504950495,4.59171959898982,46.1786867599569,0.551006351878779,28.5714285714286,48.8372093023256,0.482130557893931
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Billy Goff,10.4803493449782,47.0588235294118,4.45414847161572,67.9245283018868,0.0,0.0,,0.0
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Chan Sung Jung,3.75951461665747,40.981240981241,4.44125758411473,50.1115241635688,0.794263651406509,44.4444444444444,71.4285714285714,0.694980694980695
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Chidi Njokuani,4.48294531672983,55.421686746988,4.67785598267461,51.0204081632653,0.0,0.0,57.1428571428571,0.487276664861938
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Erin Blanchfield,5.58324496288441,52.781954887218,3.32449628844115,62.410071942446,2.86320254506893,36.3636363636364,83.3333333333333,1.19300106044539
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Fernie Garcia,1.62222222222222,34.2723004694836,2.48888888888889,52.1367521367522,0.333333333333333,50.0,40.0,0.666666666666667
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Garrett Armfield,5.28704939919893,44.2953020134228,3.52469959946595,57.2815533980583,0.0,0.0,75.0,0.0
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Giga Chikadze,4.2526436124607,42.320819112628,3.43812517862246,64.2920747996438,0.257216347527865,40.0,74.0740740740741,0.257216347527865
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,JJ Aldrich,4.02355623100304,46.6006600660066,4.53647416413374,60.1202404809619,0.769376899696049,25.0,65.7142857142857,0.0
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Jarno Errens,1.66666666666667,38.7596899224806,2.93333333333333,52.4324324324324,0.0,0.0,33.3333333333333,0.5
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Junior Tafa,1.82926829268293,40.5405405405405,0.548780487804878,76.3157894736842,0.0,,84.6153846153846,0.0
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Liang Na,1.92634560906516,40.0,4.47592067988669,27.5229357798165,5.09915014164306,60.0,,0.84985835694051
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Lukasz Brzeski,4.78546188793539,46.3343108504399,3.60424028268551,59.106529209622,0.0,0.0,38.4615384615385,0.0
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Max Holloway,7.16548375046694,47.6169198689306,4.75158759805753,59.8104265402844,0.268957788569294,53.3333333333333,84.1059602649007,0.336197235711617
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Michal Oleksiejczuk,5.11657214870825,50.8135168961202,4.17139256458727,61.9977037887486,0.756143667296786,44.4444444444444,48.3870967741936,0.0
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Parker Porter,6.28441669032075,50.8264462809917,6.31847856940108,49.3860845839018,1.27732046551235,22.7272727272727,66.6666666666667,0.255464093102469
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Rinya Nakamura,3.02250803858521,57.3170731707317,1.22186495176849,75.0,3.85852090032154,100.0,,2.89389067524116
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Rolando Bedoya,8.7,55.8886509635974,6.83333333333333,52.5462962962963,0.0,0.0,,0.0
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Ryan Spann,3.38394793926247,40.3448275862069,3.80332610267534,45.6611570247934,1.30151843817787,35.2941176470588,45.4545454545455,1.30151843817787
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,SeungWoo Choi,3.47643641058748,38.6853448275862,3.02130406714009,47.1186440677966,0.871530019367334,54.5454545454545,69.7674418604651,0.0
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Song Kenan,4.40342188203512,47.7306002928258,5.86222422332283,52.9284164859002,0.405222872579919,66.6666666666667,62.5,0.0
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Taila Santos,3.0052472571156,45.7848837209302,2.56638575290189,57.3015873015873,2.146605183654,75.0,85.2941176470588,1.2879631101924
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Toshiomi Kazama,3.94463667820069,46.3414634146342,11.6262975778547,45.0980392156863,0.0,0.0,,0.0
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Waldo Cortes-Acosta,6.60187434918431,50.2377179080824,4.06108989934051,52.7845036319613,0.0,0.0,60.0,0.0
UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,Yusaku Kinoshita,3.20792079207921,35.0649350649351,7.24752475247525,48.3050847457627,0.0,0.0,50.0,0.0
"UFC 292: Sterling vs. O'Malley",2023-08-19,Aljamain Sterling,4.7313829787234,52.4314765694076,2.40957446808511,58.2006920415225,1.97473404255319,24.2647058823529,45.2380952380952,0.777925531914894
"UFC 292: Sterling vs. O'Malley",2023-08-19,Amanda Lemos,3.54223433242507,55.2721088435374,4.66485013623978,42.7807486631016,0.817438692098093,55.5555555555556,55.5555555555556,0.817438692098093
"UFC 292: Sterling vs. O'Malley",2023-08-19,Andre Petroski,3.68036015756894,51.9047619047619,2.98818232976927,51.2396694214876,4.55824423185143,54.5454545454545,71.4285714285714,2.53235790658413
"UFC 292: Sterling vs. O'Malley",2023-08-19,Andrea Lee,4.90744726646578,47.4111041796631,3.69349978476108,63.7055837563452,1.84029272492467,57.5757575757576,54.1666666666667,0.581145071028842
"UFC 292: Sterling vs. O'Malley",2023-08-19,Austin Hubbard,3.83419689119171,46.7171717171717,3.36787564766839,56.7243675099867,1.55440414507772,52.6315789473684,63.1578947368421,0.0
"UFC 292: Sterling vs. O'Malley",2023-08-19,Brad Katona,4.8,51.7241379310345,4.57333333333333,50.5763688760807,1.0,20.8333333333333,50.0,0.0
"UFC 292: Sterling vs. O'Malley",2023-08-19,Brad Tavares,3.38426966292135,43.3880726015557,3.02696629213483,56.7645642753972,0.808988764044944,26.6666666666667,82.1428571428571,0.0
"UFC 292: Sterling vs. O'Malley",2023-08-19,Chris Weidman,2.98188574082675,43.1451612903226,3.2717138875987,50.9197324414716,3.59498374361356,43.4343434343434,65.2173913043478,0.836042731072921
"UFC 292: Sterling vs. O'Malley",2023-08-19,Cody Gibson,4.75104979004199,45.2054794520548,4.73305338932214,55.7239057239057,1.3497300539892,35.7142857142857,64.2857142857143,0.26994601079784
"UFC 292: Sterling vs. O'Malley",2023-08-19,"Da'Mon Blackshear",4.28199942213233,47.0476190476191,4.09130309159203,48.5838779956427,2.34036405663103,37.5,66.6666666666667,0.780121352210344
"UFC 292: Sterling vs. O'Malley",2023-08-19,Denis Tiuliulin,5.03681885125184,41.9117647058824,5.83210603829161,40.5405405405405,0.0,0.0,69.2307692307692,0.0
"UFC 292: Sterling vs. O'Malley",2023-08-19,Gerald Meerschaert,3.29929802169751,44.7619047619048,3.49712827058073,53.1223267750214,2.01021059349075,37.5,34.4827586206897,1.531589023612
"UFC 292: Sterling vs. O'Malley",2023-08-19,Gregory Rodrigues,5.99257884972171,55.4982817869416,5.58441558441558,51.373182552504,2.50463821892393,52.9411764705882,100.0,0.556586270871985
"UFC 292: Sterling vs. O'Malley",2023-08-19,Ian Machado Garry,6.67161961367013,56.6919191919192,3.58098068350669,53.9196940726577,0.668647845468053,75.0,69.2307692307692,0.0
"UFC 292: Sterling vs. O'Malley",2023-08-19,Karine Silva,4.29184549356223,38.1679389312977,3.00429184549356,56.7901234567901,3.86266094420601,100.0,,3.86266094420601
"UFC 292: Sterling vs. O'Malley",2023-08-19,Kurt Holobaugh,5.14452744397532,43.7810945273632,5.04709321208185,46.9262295081967,1.16921078272166,36.3636363636364,50.0,1.16921078272166
"UFC 292: Sterling vs. O'Malley",2023-08-19,Mario Bautista,5.31875290832946,51.696065128901,4.20195439739414,53.1152647975078,2.72219637040484,50.0,56.5217391304348,1.25639832480223
"UFC 292: Sterling vs. O'Malley",2023-08-19,Marlon Vera,4.37459608718642,50.5498981670061,5.15715880383056,51.7957166392092,0.581634451559838,39.2857142857143,70.2702702702703,0.951765466188826
"UFC 292: Sterling vs. O'Malley",2023-08-19,Maryna Moroz,4.1501976284585,31.5492957746479,4.42440711462451,53.1397174254317,0.66699604743083,22.2222222222222,45.0,0.66699604743083
"UFC 292: Sterling vs. O'Malley",2023-08-19,Natalia Silva,5.20075046904315,48.5294117647059,2.22889305816135,65.979381443299,0.675422138836773,33.3333333333333,92.8571428571429,0.0
"UFC 292: Sterling vs. O'Malley",2023-08-19,Neil Magny,3.45419037106224,46.0597826086957,2.39959242591492,53.0642750373692,2.21618408762843,40.8450704225352,55.6701030927835,0.267470493334465
"UFC 292: Sterling vs. O'Malley",2023-08-19,Pedro Munhoz,5.45004500450045,43.6868686868687,6.13861386138614,56.3240473903298,0.472547254725473,19.4444444444444,82.1428571428571,0.54005400540054
"UFC 292: Sterling vs. O'Malley",2023-08-19,"Sean O'Malley",7.28777097468145,61.1666666666667,3.39566440509681,62.1681415929204,0.446797948039053,42.8571428571429,60.7142857142857,0.446797948039053
"UFC 292: Sterling vs. O'Malley",2023-08-19,Zhang Weili,5.94043466595117,51.9352568613652,3.43708076200698,53.9374325782093,2.29407029782667,42.2222222222222,66.6666666666667,0.362221625972632
UFC Fight Night: Luque vs. Dos Anjos,2023-08-12,AJ Dobson,3.93333333333333,45.974025974026,5.57777777777778,46.9344608879493,1.66666666666667,83.3333333333333,64.7058823529412,0.0
UFC Fight Night: Luque vs. Dos Anjos,2023-08-12,Chris Daukaus,6.05108055009823,50.0,4.63654223968566,55.4716981132076,0.0,0.0,100.0,0.0
UFC Fight Night: Luque vs. Dos Anjos,2023-08-12,Cub Swanson,5.17001131423808,51.4763429384561,4.29107366164473,58.7993138936535,0.750312630262609,56.0,71.4285714285714,0.107187518608944
UFC Fight Night: Luque vs. Dos Anjos,2023-08-12,"Da'Mon Blackshear",3.67825068332683,44.7293447293447,3.67825068332683,51.2422360248447,1.75712612260836,29.4117647058824,54.5454545454545,1.05427567356501
UFC Fight Night: Luque vs. Dos Anjos,2023-08-12,Francis Marshall,1.53649167733675,18.1818181818182,3.57234314980794,48.0446927374302,1.72855313700384,37.5,0.0,1.15236875800256
UFC Fight Night: Luque vs. Dos Anjos,2023-08-12,Hakeem Dawodu,5.44510385756677,50.8662508662509,3.36795252225519,56.555023923445,0.0,0.0,65.3061224489796,0.0
UFC Fight Night: Luque vs. Dos Anjos,2023-08-12,Iasmin Lucindo,3.33333333333333,39.938080495356,3.22997416020672,67.7835051546392,2.32558139534884,66.6666666666667,66.6666666666667,0.387596899224806
UFC Fight Night: Luque vs. Dos Anjos,2023-08-12,Isaac Dulgarian,7.29166666666667,66.0377358490566,0.416666666666667,71.4285714285714,3.125,100.0,,0.0
UFC Fight Night: Luque vs. Dos Anjos,2023-08-12,JP Buys,1.36449778900821,29.7520661157025,3.48704990524321,37.4149659863946,0.568540745420088,9.09090909090909,28.5714285714286,2.27416298168035
UFC Fight Night: Luque vs. Dos Anjos,2023-08-12,Jamie Pickett,2.80397547050116,46.234309623431,4.22499471347008,46.9745222929936,1.33220554028336,36.8421052631579,81.4814814814815,0.0
