event,date,fighter,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes
"UFC 299: O'Malley vs. Vera 2",2024-03-09,CJ Vergara,5.15415692111418,57.7142857142857,4.61832872634489,52.49343832021,0.0,,60.0,0.191367212417606
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Curtis Blaydes,3.53194544149318,50.1748251748252,1.83365808635012,59.6752368064953,5.72249000102554,53.448275862069,31.5789473684211,0.0
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Dustin Poirier,5.58402662229617,51.0962241169306,4.46256239600666,53.4536619229434,1.39767054908486,36.3636363636364,61.8421052631579,1.19800332778702
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Gilbert Burns,3.29288781034161,48.5148514851485,3.4198245286541,54.1311967951928,2.24005973492626,38.8349514563107,50.0,0.50401344035841
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Ion Cutelaba,4.44444444444444,43.8003220611916,3.43137254901961,47.1698113207547,4.16666666666667,57.6271186440678,76.3157894736842,0.0
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Jack Della Maddalena,6.61804922515953,55.1671732522796,4.2661804922516,66.7140825035562,0.273473108477666,33.3333333333333,69.4444444444444,0.273473108477666
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Jailton Almeida,2.82114320835894,65.948275862069,0.700676090964966,44.1176470588235,6.91456668715427,59.5238095238095,100.0,2.21266133988937
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Joanne Wood,7.10441910192445,51.4717273431449,4.89130434782609,51.4846235418876,1.52352102637206,55.8823529411765,58.8235294117647,0.320741268709907
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Josh Parisian,4.36722235266495,47.7657935285054,4.87438365813571,41.7508417508418,1.0565860530641,33.3333333333333,41.6666666666667,0.0
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Katlyn Cerminara,4.5815465486236,34.9477682811016,4.48194771061004,62.2773314704855,0.311246368792364,15.625,50.0,0.311246368792364
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Kevin Holland,4.15931108719053,49.7681607418856,3.30247578040904,50.5480335267569,0.904198062432723,42.4242424242424,54.8387096774194,0.581270182992465
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Kyler Phillips,5.61959654178674,45.3752181500873,3.38256484149856,61.5479115479115,2.43155619596542,46.875,74.1935483870968,0.486311239193084
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Marlon Vera,4.30862264456563,49.3323442136499,5.48458506560121,50.0737245650251,0.534528373197992,39.2857142857143,70.2702702702703,0.874682792505804
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Maryna Moroz,4.41529568697199,33.6040609137056,4.88883948421521,51.8713066316481,0.700311249444197,24.1379310344828,42.8571428571429,0.600266785237884
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Mateusz Gamrot,3.0852378011118,51.1520737327189,3.06670784434836,59.5848595848596,5.28103767757875,35.5140186915888,90.9090909090909,0.138974675725757
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Maycee Barber,4.36267071320182,50.8849557522124,2.81487101669196,57.258064516129,1.36570561456753,44.4444444444444,50.0,0.113808801213961
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Michael Page,2.73333333333333,66.1290322580645,1.93333333333333,52.4590163934426,0.0,0.0,60.0,0.0
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Michal Oleksiejczuk,5.06428867689755,50.6849315068493,4.2554956449606,61.3995485327314,0.746578183326421,44.4444444444444,48.3870967741936,0.0
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Michel Pereira,5.14526710402999,54.1420118343195,3.71134020618557,58.3157894736842,1.54639175257732,55.0,94.4444444444444,0.7029053420806
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Pedro Munhoz,5.32462057335582,43.3722527472528,6.23102866779089,56.5038257798705,0.505902192242833,18.1818181818182,82.1428571428571,0.505902192242833
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Petr Yan,5.13667076167076,53.5285645703313,4.35810810810811,58.7079877782628,1.72757985257985,51.0204081632653,85.15625,0.138206388206388
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Philipe Lins,3.79527559055118,49.0835030549898,3.59055118110236,46.4788732394366,1.65354330708661,33.3333333333333,100.0,0.0
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Rafael Dos Anjos,3.48398224152799,47.1228615863142,3.20802325210003,60.3786982248521,1.95470950844805,35.6020942408377,55.1515151515152,0.57491456130825
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Robelis Despaigne,23.3333333333333,77.7777777777778,6.66666666666667,60.0,0.0,,,0.0
"UFC 299: O'Malley vs. Vera 2",2024-03-09,"Sean O'Malley",7.6680365902161,61.9537275064267,3.42834416014848,62.3580786026201,0.357947766140793,42.8571428571429,60.7142857142857,0.357947766140793
"UFC 299: O'Malley vs. Vera 2",2024-03-09,Song Yadong,4.49310027598896,43.5294117647059,3.96320147194112,55.9779276517474,0.662373505059798,40.0,72.4137931034483,0.165593376264949
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,AJ Cunningham,7.82608695652174,48.0,13.0434782608696,34.0659340659341,0.0,,33.3333333333333,0.0
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Abdul-Kareem Al-Selwady,3.51309707241911,55.8823529411765,3.6055469953775,56.6666666666667,4.16024653312789,42.8571428571429,20.0,0.0
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Aiemann Zahabi,3.42894679220495,43.7185929648241,3.61287497262973,71.234309623431,0.197065907597986,16.6666666666667,79.1666666666667,0.0
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Alex Perez,4.10841654778887,47.1358428805237,3.12410841654779,59.963436928702,2.35378031383738,44.0,81.4814814814815,0.855920114122682
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Bekzat Almakhan,0.2,18.75,4.53333333333333,30.6122448979592,0.0,,0.0,0.0
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Benardo Sopaj,3.06469920544835,52.3255813953488,4.56299659477866,53.4722222222222,3.06469920544835,75.0,50.0,0.0
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Christian Leroy Duncan,5.960863020572,62.8571428571429,3.8233818364275,50.965250965251,0.451580531861515,14.2857142857143,50.0,0.0
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Claudio Ribeiro,3.49588347055098,51.3966480446927,4.97783407219759,29.5698924731183,0.569981000633312,50.0,66.6666666666667,0.0
